Passenger ID,First Name,Last Name,Gender,Age,Nationality,Airport Name,Airport Country Code,Country Name,Airport Continent,Continents,Departure Date,Arrival Airport,Pilot Name,Flight Status
5704,4886,74,1,72,37,693,205,208,3,3,360,2055,8591,0
4161,1416,4568,0,61,37,708,170,162,1,1,16,660,7796,0
7267,2038,2997,1,13,84,197,123,134,0,0,36,773,221,1
8841,57,6947,1,88,61,5818,10,9,4,4,283,4241,2073,1
1809,1573,5344,0,68,85,905,168,161,2,2,286,1030,7846,1
9153,4650,4391,0,66,37,4920,205,208,3,3,167,4663,2186,2
5760,4370,1259,1,18,32,4656,27,12,3,3,116,4293,3046,1
7341,2350,4000,1,46,175,3011,10,9,4,4,48,2830,2860,1
4149,2263,292,1,48,140,752,205,208,3,3,94,429,3658,2
2574,1398,8179,1,11,40,4206,205,208,3,3,288,1913,5253,2
7823,1668,2001,1,33,149,3752,68,68,2,2,287,1429,1756,2
414,4661,3574,0,31,148,3011,10,9,4,4,183,2830,9993,2
108,3512,7241,0,66,84,5765,49,51,2,2,176,5430,3941,2
1062,5350,8449,1,6,148,2564,157,153,4,4,251,2602,6405,1
1268,5331,3506,0,51,162,4390,43,42,5,5,339,3890,6600,1
2469,5418,6777,1,28,194,1768,155,155,5,5,70,2311,6707,1
2605,2106,2374,0,40,175,5530,92,93,1,1,90,4785,4680,0
5219,2210,4971,1,34,195,2566,188,190,1,1,75,2424,6216,1
464,2423,7395,0,35,61,4895,99,94,1,1,109,2684,1379,1
4309,4380,5622,1,40,84,4845,205,208,3,3,115,1782,5292,1
941,4757,6637,0,8,148,2101,63,67,2,2,277,2500,8962,2
5452,5552,3163,1,87,7,3551,143,135,0,0,319,3469,6224,0
6671,1571,5993,1,23,150,3667,10,9,4,4,202,3394,8031,1
7486,3953,2371,1,37,181,4502,96,92,1,1,240,4338,9243,2
7409,4126,5068,1,72,84,1245,10,9,4,4,57,1093,9762,1
696,5463,6002,1,60,142,1108,141,129,3,3,238,936,7022,2
2830,4468,1311,1,77,154,4101,10,9,4,4,247,4031,7391,0
6879,739,5170,0,2,84,5594,170,162,2,2,240,5188,1032,0
7709,1358,6627,0,13,37,1734,7,7,5,5,52,1585,647,1
845,3603,8386,1,90,149,3604,32,35,3,3,76,5955,8526,2
2988,2437,2628,1,79,57,2891,209,212,5,5,254,2855,1542,2
3347,3839,6280,0,58,84,4231,205,208,3,3,214,3891,4641,0
5624,1231,5971,1,53,149,2275,205,208,3,3,125,5519,8814,2
2657,5198,1038,1,29,191,2597,157,153,4,4,341,2650,2258,2
2765,2219,8171,0,25,61,2937,205,208,3,3,128,2813,4678,1
3362,1192,7711,1,73,154,4259,112,107,1,1,62,4215,1547,2
5264,4442,7461,0,8,95,2824,205,208,3,3,312,2640,5016,1
1225,5755,4118,0,13,37,4332,82,77,2,2,191,3998,993,0
8902,656,8778,1,55,79,3152,205,208,3,3,320,4505,5531,0
7288,3502,8500,0,50,37,1924,205,208,3,3,231,221,6721,1
7504,5582,4233,1,46,85,2361,26,26,5,5,205,2240,7195,0
5977,746,6908,1,58,175,4749,45,49,3,3,321,4661,3407,0
5318,186,7192,0,19,147,1396,170,162,1,1,350,1230,7210,2
1676,4865,1258,1,12,32,7,52,53,2,2,157,12,2540,1
1825,2204,6356,0,61,154,5483,101,99,2,2,335,5140,3827,0
8072,897,4268,1,68,127,285,206,209,5,5,281,262,1269,0
9044,4950,922,1,90,69,378,157,153,4,4,293,349,3523,2
2913,5644,5067,1,15,185,4165,205,208,3,3,287,3932,4851,2
569,4620,1957,1,63,37,6050,89,48,2,2,294,6013,2124,2
3756,4585,1402,1,90,199,473,10,9,4,4,149,700,5324,2
5862,1502,279,1,83,180,5914,62,63,0,0,81,2348,4839,0
2721,1030,6853,1,58,68,336,205,208,3,3,99,1836,5115,1
9851,4012,6980,1,47,148,5338,68,68,2,2,205,2820,9527,2
4302,241,4161,0,80,148,5458,32,35,3,3,122,5947,233,0
1610,2726,255,0,26,45,2905,43,42,5,5,323,2965,4247,0
702,1167,5996,0,33,149,1236,205,208,3,3,120,987,4277,0
864,1802,7077,0,42,84,1260,68,68,2,2,219,1032,8156,1
3028,1524,113,0,86,147,1595,26,26,5,5,329,0,7122,0
3636,714,7896,0,16,25,5530,92,93,1,1,59,4785,1344,0
4640,425,6171,0,70,147,6044,42,39,1,1,321,5737,8847,0
5703,1232,3608,0,50,9,2141,205,208,3,3,181,1940,7533,0
5229,2758,6530,0,30,147,4521,39,46,4,4,203,4265,3205,1
3010,5544,2720,1,78,154,5179,29,25,0,0,226,4828,3269,0
1963,1354,6913,1,34,25,3704,198,200,1,1,50,3358,9449,2
649,1062,2459,0,17,175,5132,70,207,2,2,223,2247,7985,1
7169,1712,6259,1,64,7,6032,10,9,4,4,52,3760,5939,1
4957,977,7669,1,66,154,6008,157,153,4,4,116,3948,216,0
1959,3423,433,0,75,70,1292,58,58,0,0,10,1139,5061,1
9143,1717,2904,1,2,154,92,123,134,0,0,233,86,6505,2
5267,1876,8282,0,28,181,2184,205,208,3,3,61,1961,8644,2
4863,2981,5541,0,43,146,2423,205,208,3,3,330,2309,316,1
3023,4891,4826,0,54,181,4558,205,208,3,3,63,4443,5053,0
2449,3253,1806,1,31,37,2781,32,35,3,3,238,5812,9284,1
4125,2930,3692,0,45,51,1256,205,208,3,3,251,793,1985,1
9119,4186,2196,0,82,37,2151,205,208,3,3,307,2003,229,1
6928,449,3704,0,4,137,1217,88,88,3,3,235,5677,2053,1
1145,5687,6871,0,37,37,2225,32,35,3,3,268,5793,8551,1
3842,717,7998,1,63,37,453,32,35,3,3,256,5831,3064,0
9495,5327,1825,1,46,27,4575,7,7,5,5,71,4302,7424,1
3194,4613,6966,1,26,25,1142,68,68,2,2,75,955,3253,1
335,4502,8693,1,14,37,2207,218,182,0,0,156,1957,5664,2
6820,4836,5146,0,9,154,2696,205,208,3,3,218,1511,2734,2
7971,4619,6091,1,24,140,4694,68,68,2,2,74,1355,2905,1
5202,3188,2510,1,7,175,4062,109,43,0,0,218,127,1553,2
6446,2248,4950,0,24,32,1309,44,47,3,3,60,2890,2401,2
2107,559,7634,1,8,149,4816,170,162,2,2,222,4619,8114,0
6685,4830,3216,1,1,53,114,170,162,1,1,310,54,3189,2
4194,2621,7210,1,42,89,729,68,68,2,2,341,689,9801,1
6128,1665,5560,0,17,25,2641,157,153,4,4,171,2726,1182,2
6391,2394,137,1,22,15,48,44,47,3,3,158,5146,1475,1
9816,2010,435,0,61,7,4459,193,192,1,1,151,2660,6451,2
3463,1745,5849,0,28,154,2146,205,208,3,3,218,2113,1949,1
4295,3882,3068,1,31,84,4224,205,208,3,3,270,3984,9178,1
937,3384,1252,0,34,37,1116,205,208,3,3,342,928,194,2
7494,2356,3497,1,23,25,3755,143,135,0,0,284,3595,254,1
3742,4459,7007,1,31,150,2500,50,74,2,2,19,2407,4295,2
7112,1164,1076,0,9,84,5609,205,208,3,3,71,5233,4039,1
5955,250,7860,0,79,148,1246,205,208,3,3,273,4096,6046,2
7572,5748,4963,0,58,37,3541,62,63,0,0,92,3369,9751,0
4722,2437,5210,1,68,149,1301,96,92,1,1,317,3587,5617,0
2154,1675,5004,1,65,61,3465,162,159,3,3,139,4101,9815,0
1324,1575,1969,0,32,41,3557,26,26,5,5,126,0,7320,1
4510,4107,5155,1,70,191,4810,82,77,2,2,304,2405,9370,0
6229,4840,4334,1,21,67,5240,82,77,2,2,292,2403,9187,2
8529,335,1435,0,45,0,5592,205,208,3,3,57,5178,3703,1
5291,4265,6150,1,5,87,5071,205,208,3,3,141,2919,268,1
5410,2313,155,0,26,79,1888,158,156,1,1,330,1726,931,0
3915,1446,5196,0,35,180,2679,205,208,3,3,253,2575,8487,0
4252,4446,7975,0,53,201,437,10,9,4,4,340,739,9392,2
2065,4470,5438,0,81,61,5976,43,42,5,5,17,318,5460,1
9808,3641,6819,1,46,131,5799,205,208,3,3,210,5504,4909,1
2172,5575,863,1,15,61,2270,205,208,3,3,164,2101,9645,2
1205,2396,9014,1,86,54,5088,170,162,1,1,175,3856,2315,0
2686,4048,4255,1,81,127,4388,154,152,3,3,213,169,8862,0
8522,2710,2864,1,29,93,530,170,162,2,2,200,1510,6540,1
5051,4251,7709,0,65,37,941,212,213,1,1,142,2050,5742,2
1142,5348,1354,0,82,191,5104,205,208,3,3,250,4705,2880,0
1652,3867,568,1,35,140,563,205,208,3,3,209,419,5015,1
5945,4554,4466,1,5,95,4627,10,9,4,4,217,4393,4002,2
9118,839,2917,1,20,37,5345,32,35,3,3,338,5948,9944,2
2076,546,6810,1,89,60,1539,58,58,1,1,128,1,7518,0
2473,2025,4931,0,68,84,4592,205,208,3,3,93,62,2206,1
5747,1727,4824,1,71,84,2362,93,96,2,2,240,3603,3417,1
7298,2616,4041,1,24,148,5578,10,9,4,4,208,5018,8060,2
2586,4636,3013,0,24,84,2446,205,208,3,3,199,3057,2814,0
166,4880,1851,1,16,177,5623,26,26,5,5,207,5275,5123,2
1816,3374,7865,1,2,37,4776,102,100,3,3,19,3106,7403,1
3314,2216,8807,1,39,177,1955,147,143,0,0,245,1791,5807,1
7530,654,3717,0,48,37,5270,108,105,4,4,74,5136,7957,2
844,397,5313,0,75,75,5961,6,4,0,0,87,5652,6935,1
832,1500,8149,0,70,151,3849,183,187,5,5,210,2148,1405,1
7033,993,3844,0,79,37,3237,127,118,0,0,208,5466,486,0
7822,3472,8761,0,89,25,5829,157,153,4,4,131,5595,7138,2
6994,2624,5429,1,19,150,3260,157,153,4,4,68,3251,4162,2
6873,566,7225,1,75,148,5688,32,35,3,3,179,1099,7034,1
3065,4521,1165,1,9,84,4505,205,208,3,3,30,93,2270,1
1292,4797,1910,0,36,177,1762,69,71,0,0,291,1613,7493,2
5304,3709,4378,0,37,37,5216,142,120,1,1,335,4834,3092,2
6052,4321,6373,1,14,32,2125,205,208,3,3,150,3140,8466,0
5463,990,6748,0,3,61,2549,92,93,1,1,278,413,4444,0
7256,722,1768,0,19,181,3020,149,138,2,2,75,3053,2576,0
3175,2094,5591,1,70,162,2911,32,35,3,3,227,5834,8078,2
9600,2856,3489,0,6,27,3765,205,208,3,3,186,2486,6854,0
8653,103,1152,0,39,148,5874,205,208,3,3,94,5596,844,0
5340,4731,3132,0,30,37,1453,7,7,5,5,325,1805,9828,1
5884,4749,6336,0,42,37,369,151,137,1,1,175,448,3340,1
7768,4597,8710,0,78,84,3690,96,92,1,1,344,3018,3693,1
5672,4962,4338,0,21,162,1504,205,208,3,3,247,3332,3597,0
1335,3190,4964,0,13,148,3432,205,208,3,3,66,3119,9165,0
1576,2934,1413,0,51,147,42,198,200,1,1,344,53,2925,1
852,142,5992,1,27,181,2939,205,208,3,3,167,4642,9814,1
6569,5484,164,0,4,168,1932,205,208,3,3,45,1716,3605,1
1328,556,238,1,41,194,5217,142,120,1,1,248,1869,8691,2
7774,1169,5078,0,47,154,5772,26,26,5,5,126,5435,1894,2
3729,5489,4534,1,55,91,2897,59,217,0,0,112,6054,4026,1
3312,5351,5611,0,12,175,2741,172,171,1,1,223,2601,5749,2
9823,419,8090,0,46,149,4780,24,22,5,5,216,4477,7445,1
2258,4338,4668,1,43,191,4852,16,30,0,0,108,5686,9506,0
1291,5667,4111,0,49,37,2688,105,104,0,0,74,2675,4559,2
9427,3613,1823,0,72,92,669,100,91,2,2,300,446,4359,0
7034,453,810,1,78,149,1854,105,104,0,0,93,1681,2051,1
1373,3784,5912,1,67,61,2892,43,42,5,5,310,2868,7063,0
1509,5634,2652,0,67,148,5707,101,99,2,2,318,5361,4091,2
2445,2109,3776,1,13,148,479,205,208,3,3,151,665,1743,2
6104,3478,6294,1,24,97,5031,179,178,2,2,283,4623,9562,0
3975,581,8702,1,50,199,1736,205,208,3,3,245,1538,5418,1
6666,3886,4208,1,74,37,304,170,162,2,2,148,244,992,1
1974,2494,5441,1,48,101,2295,170,162,1,1,52,623,8445,2
7715,76,7386,0,63,121,1894,37,189,2,2,319,1891,6704,2
4549,4184,4826,1,44,57,2245,176,188,2,2,171,2102,9162,2
9665,2058,396,0,51,168,6051,198,200,1,1,250,2764,5582,1
413,5329,6274,1,87,181,2902,43,42,5,5,264,2964,8295,2
1618,3832,8947,0,51,85,4994,198,200,1,1,9,3609,9742,1
44,3911,4364,1,72,37,3573,107,33,1,1,337,3427,9710,1
4419,3875,7646,1,19,128,2610,205,208,3,3,84,2749,1781,0
6764,3242,8108,1,26,175,91,0,206,1,1,197,1332,3176,0
9381,927,5284,0,7,32,3598,43,42,5,5,349,3297,8653,2
9398,441,6647,1,42,37,435,150,147,2,2,86,401,6075,1
1290,3206,1063,0,25,84,5351,213,211,4,4,220,3894,834,2
7235,716,9019,0,4,37,3432,205,208,3,3,54,3119,7419,1
6123,3834,2533,0,40,37,210,127,118,0,0,40,2414,2602,1
1431,5672,3949,1,58,84,2803,157,153,4,4,1,2651,5739,1
2643,4774,351,1,47,149,2273,104,101,1,1,287,2146,8655,0
7802,294,1674,1,80,27,4552,205,208,3,3,169,4374,4259,2
3056,2165,5923,1,1,158,3374,205,208,3,3,295,3163,1884,2
644,1270,792,0,7,25,5020,159,149,1,1,106,2481,7218,1
5390,2423,4914,0,54,154,629,205,208,3,3,31,539,5964,0
4513,401,8189,1,14,25,4864,205,208,3,3,142,3366,518,0
9448,3647,1984,1,62,17,4049,96,92,1,1,275,3783,2657,1
2833,4668,9013,0,72,194,5339,10,9,4,4,72,5114,562,1
2565,1871,1556,0,29,148,4647,158,156,1,1,124,4444,3196,1
9969,1367,8501,0,45,37,4738,158,156,1,1,139,4530,4653,2
9034,1311,8575,0,50,146,3464,7,7,5,5,275,3143,3294,0
5542,2209,8133,0,67,37,5892,205,208,3,3,159,3636,4550,0
1242,2565,6185,1,87,149,574,159,149,1,1,276,460,3666,1
9382,4091,8322,1,90,52,4192,205,208,3,3,348,3303,9633,2
1989,733,6912,0,22,154,2596,219,219,0,0,308,2614,6296,1
1122,1644,4318,1,31,38,4965,203,205,2,2,284,4526,970,1
1708,1906,714,1,65,147,3502,10,9,4,4,332,3322,5124,1
7166,4682,3787,1,78,147,1151,205,208,3,3,91,861,2547,0
9006,5542,7310,0,6,37,784,182,181,0,0,99,678,9853,2
3907,5220,8925,0,45,194,1031,141,129,3,3,99,1053,1113,1
6560,5153,2460,1,60,196,1181,24,22,5,5,311,827,2534,1
9439,4553,7680,1,51,84,1263,205,208,3,3,311,1060,7894,0
6326,2203,8898,1,36,37,4964,205,208,3,3,284,1557,6847,2
1462,5309,6973,1,39,38,473,10,9,4,4,102,700,2689,2
8732,4451,2482,0,21,148,1468,205,208,3,3,65,1319,3047,1
6791,131,4644,1,39,37,3044,119,113,0,0,84,2982,2116,1
2126,4330,2665,1,22,84,3222,205,208,3,3,226,3083,9124,1
2910,69,4375,0,6,32,168,127,118,0,0,94,161,1896,2
4749,3041,7237,0,24,36,4908,42,39,1,1,317,2068,4173,0
8561,1546,811,0,85,181,3354,205,208,3,3,244,3483,6859,1
6302,728,5005,0,82,154,5011,205,208,3,3,316,4586,5587,0
1467,3725,320,1,47,45,1330,32,35,3,3,203,5741,8077,0
7249,4766,3328,1,57,75,4663,157,153,4,4,295,4430,7376,1
7137,4645,4898,1,36,75,2059,74,83,2,2,130,1698,1504,1
3771,5516,4300,0,19,37,4082,218,182,0,0,281,2742,2214,2
6908,2236,5424,1,21,45,4803,205,208,3,3,283,4706,9754,2
6132,4977,2011,1,18,60,4725,205,208,3,3,312,1061,3278,2
5965,402,48,0,28,27,417,117,185,1,1,156,935,5874,0
697,5317,4893,1,65,7,721,205,208,3,3,185,556,3945,0
8564,3732,3432,0,31,32,5545,26,26,5,5,140,5169,9712,0
6017,1551,9036,0,78,37,3433,202,193,0,0,225,1760,8856,1
1991,4852,78,0,72,87,3645,157,153,4,4,314,5199,840,1
5906,2353,6112,1,42,37,547,182,181,0,0,198,367,8994,1
5713,3182,2194,0,13,121,6037,94,98,1,1,336,5875,8441,0
3754,5558,3779,1,44,84,4401,39,46,4,4,304,4180,1814,0
3891,1650,7696,1,47,150,5862,205,208,3,3,20,2391,1539,1
1530,386,737,1,28,92,2697,96,92,1,1,229,1996,125,2
3084,2071,2865,1,86,198,41,26,26,5,5,10,4652,9142,2
8093,3761,1480,0,36,70,3134,42,39,1,1,132,859,6832,2
504,803,3265,0,57,45,3039,27,12,3,3,240,3191,3311,0
8544,124,2284,1,71,25,3152,205,208,3,3,298,4505,2595,1
4694,3330,7283,1,69,84,4415,34,45,0,0,312,4161,4323,0
7999,2479,2166,1,11,37,358,165,150,4,4,158,4386,7276,0
608,759,8125,1,1,37,1122,7,7,5,5,130,933,3262,0
1484,2912,3340,1,75,92,3141,205,208,3,3,320,2779,4185,0
5016,2327,6168,1,49,25,1945,77,78,2,2,187,1814,9767,0
8562,3331,5910,1,54,84,3777,150,147,2,2,39,3666,8508,1
290,684,8057,0,20,150,2926,36,44,0,0,352,2812,3085,0
2162,4987,7577,1,64,145,1838,139,121,1,1,106,1677,3625,2
551,3640,8342,0,41,148,5343,10,9,4,4,106,5692,998,2
5119,642,1134,1,58,148,3658,190,37,0,0,24,3441,2424,0
6121,1954,649,1,18,37,5122,205,208,3,3,163,1615,168,1
311,4536,8639,0,38,37,2674,123,134,0,0,226,3594,3991,0
9069,5703,7336,0,56,37,4847,10,9,4,4,51,3642,2893,0
5616,2346,3709,1,68,80,5150,10,9,4,4,83,4763,581,2
5433,1504,1333,0,88,85,1775,26,26,5,5,27,3204,5383,1
1580,2628,5033,1,12,149,953,183,187,5,5,295,7,3136,1
4150,4381,7476,1,1,45,6104,198,200,1,1,343,1262,2984,2
3945,4949,2906,1,64,194,3392,32,35,3,3,245,5860,7730,2
7824,1313,4395,1,50,137,3978,92,93,1,1,140,2769,468,0
1135,5704,5295,0,25,175,389,181,172,0,0,10,718,6544,2
2878,3254,5569,1,2,154,4479,70,207,2,2,124,5603,6027,0
8195,4775,4904,1,17,37,4645,32,35,3,3,321,5958,5702,0
23,5181,8567,1,58,114,1387,10,9,4,4,180,1340,1991,1
4584,467,4504,0,3,84,1257,205,208,3,3,82,914,1747,0
1623,109,8731,1,75,37,4460,119,113,0,0,204,5317,3885,2
5516,5554,6704,1,25,37,5821,10,9,4,4,338,5556,8283,0
146,697,7351,0,89,149,4735,205,208,3,3,179,4461,6725,2
654,210,6733,0,84,5,824,68,68,2,2,213,844,550,0
4121,3806,3974,0,19,168,4733,7,7,5,5,207,629,499,2
5403,1728,698,1,33,84,951,88,88,3,3,362,808,3359,0
9019,3587,5164,0,22,39,1409,96,92,1,1,64,1220,8125,0
8426,2531,750,1,39,84,3882,205,208,3,3,204,4592,2055,2
3985,4477,8167,1,85,84,3770,10,9,4,4,10,3619,5861,2
7392,659,8315,0,58,45,5194,98,95,1,1,164,2258,9324,1
3069,177,6421,0,36,37,4381,205,208,3,3,74,4071,3713,0
4076,276,3491,0,42,37,4324,90,87,3,3,354,3885,4503,1
5114,12,3119,1,82,75,1869,50,74,2,2,161,1770,9713,2
1529,2545,4688,1,43,27,4103,143,135,0,0,336,2930,4803,0
5192,4155,2560,1,64,84,5155,32,35,3,3,51,6080,6990,2
748,367,4519,0,18,190,5134,32,35,3,3,145,5939,3872,1
560,2197,5726,1,62,148,2518,128,124,4,4,57,2453,5934,1
5997,4511,8440,0,53,45,543,205,208,3,3,157,356,7598,0
9232,1155,1546,1,50,75,2251,26,26,5,5,52,1101,2196,1
8726,1437,8332,1,4,149,5593,206,209,5,5,78,3920,219,0
6338,5629,1096,0,57,148,5119,32,35,3,3,95,5934,6890,2
5671,820,3862,0,50,7,3992,104,101,1,1,294,3754,15,1
6758,484,4919,1,70,199,4224,205,208,3,3,139,3984,8604,2
4446,67,1610,0,80,191,5089,6,4,0,0,297,4855,5515,0
8738,4839,5432,1,2,61,124,43,42,5,5,344,2844,6957,2
1342,2101,8084,1,3,175,2449,42,39,1,1,65,2331,7006,2
4565,5142,3155,0,39,84,4252,154,152,3,3,181,4171,6476,1
2515,3389,6258,0,83,150,4577,56,57,5,5,17,4127,4404,2
3702,160,2758,1,65,37,465,96,92,1,1,243,4357,7535,0
9707,5091,4272,1,43,22,3714,26,26,5,5,253,4245,9649,0
523,2046,1374,1,14,37,4676,205,208,3,3,129,3194,6519,1
6579,2290,8950,1,3,37,5627,26,26,5,5,332,6035,4703,0
9171,3528,6478,1,73,154,774,92,93,1,1,93,4999,5301,2
9110,3066,8096,0,29,154,2944,205,208,3,3,128,3532,8944,0
7068,3549,5086,0,1,37,2769,32,35,3,3,232,5816,8968,0
7181,3121,6442,1,15,84,6085,145,142,0,0,0,6063,8187,2
2152,1151,6608,1,28,148,4022,29,25,0,0,334,3810,7856,0
2837,161,4906,1,45,150,2012,205,208,3,3,86,1866,973,0
906,1770,2610,0,20,61,2986,131,136,1,1,211,2994,660,2
1560,1582,4677,0,11,149,4490,32,35,3,3,305,5915,7435,2
5194,3909,8261,0,2,37,901,141,129,3,3,243,1118,4001,0
5877,5386,4828,0,44,196,663,205,208,3,3,186,2063,2794,0
4200,1332,7106,1,57,191,164,157,153,4,4,197,330,4568,1
4554,612,2450,0,7,37,1625,55,2,0,0,34,3808,4094,0
7294,3392,8244,0,36,25,2993,205,208,3,3,358,3432,2711,2
7814,847,7627,1,11,37,4973,92,93,1,1,239,1306,1524,0
7423,1028,7226,0,2,175,5257,185,170,0,0,61,5048,49,1
793,1407,4964,0,62,31,884,7,7,5,5,12,5257,8872,2
3273,3114,8864,1,10,148,4271,117,185,1,1,81,2484,4741,2
8672,5680,7928,0,90,84,2179,211,215,3,3,22,4774,9326,2
6261,556,2100,1,81,112,4950,10,9,4,4,317,2344,3969,0
4075,2356,1504,1,45,25,840,10,9,4,4,94,3458,6211,0
4377,1413,4730,0,59,61,2180,205,208,3,3,349,1633,1590,0
6721,547,7062,0,49,84,713,30,16,2,2,62,624,8038,1
871,5202,3815,0,66,45,0,7,7,5,5,304,4448,4261,2
519,1692,5944,0,23,175,4579,7,7,5,5,181,4390,6795,2
8880,4221,5526,0,39,196,5192,88,88,3,3,4,4490,2567,0
4920,986,2353,1,2,45,2199,214,216,4,4,304,5553,220,2
8687,2764,3496,0,30,137,606,205,208,3,3,141,1318,1397,2
6621,4927,383,0,35,37,3357,56,57,5,5,281,1065,6866,2
3559,1666,2957,0,90,84,3078,68,68,2,2,43,2884,2000,0
8255,945,508,0,13,84,2195,61,184,2,2,11,5369,3240,1
842,4183,8413,1,59,84,709,205,208,3,3,174,704,2190,1
7360,5567,672,1,75,191,1619,10,9,4,4,174,1365,1003,2
1102,1109,6535,1,17,85,5745,212,213,1,1,12,5394,9230,0
7333,801,8799,0,47,37,3171,37,189,2,2,267,3026,2626,2
7908,2852,8248,1,80,121,3883,27,12,3,3,301,3588,1323,1
5496,1125,6135,1,25,61,4143,86,86,5,5,61,4091,9152,1
3957,415,785,0,9,37,6088,170,162,1,1,338,6091,71,2
7063,3308,3616,0,69,95,4051,157,153,4,4,283,3822,7622,1
1650,2504,8481,0,62,70,804,205,208,3,3,42,756,3063,1
7742,245,4734,0,68,84,3482,205,208,3,3,50,3382,1767,0
9675,1175,6456,1,9,93,184,205,208,3,3,166,3838,661,2
7937,4439,3374,1,88,148,207,10,9,4,4,116,192,2851,2
8838,2942,6693,1,29,181,4068,55,2,0,0,123,4221,810,2
6405,5347,2634,1,31,148,3947,205,208,3,3,200,4830,2067,1
1168,527,4639,1,68,37,2984,155,155,5,5,94,5469,4856,0
7346,2473,1816,1,15,148,1194,10,9,4,4,290,995,7404,1
7580,1772,184,0,75,7,1090,170,162,1,1,228,3534,7418,1
269,5053,3340,1,55,132,3625,157,153,4,4,92,3435,2871,2
9208,5692,5376,1,72,191,4738,7,7,5,5,195,1543,9459,1
2885,5344,4997,1,39,148,5569,205,208,3,3,142,5602,7326,0
8788,3580,8995,0,49,137,477,10,9,4,4,309,471,6861,0
241,3310,8623,0,49,84,4528,104,101,1,1,122,4274,4269,1
1041,1650,392,1,86,154,3643,69,71,0,0,11,3219,1304,0
417,2872,685,0,72,198,4947,155,155,5,5,141,2301,8240,0
2759,5056,6888,1,26,37,2374,26,26,5,5,86,2265,5729,1
8638,5495,3350,0,51,149,1316,151,137,1,1,325,1143,3579,2
120,2830,6110,0,55,84,3695,10,9,4,4,306,3411,4819,1
9428,3162,3160,0,70,90,347,157,153,4,4,213,299,3870,1
7221,866,2808,1,39,120,1356,42,39,1,1,139,2120,7247,1
8234,1489,7536,0,11,180,3390,32,35,3,3,146,6061,866,1
276,829,1136,1,31,25,5040,10,9,4,4,125,4656,6414,0
2571,566,2152,1,26,84,2016,205,208,3,3,194,1864,8297,1
1684,5053,4424,1,8,45,4251,44,47,3,3,6,4010,1221,1
5393,3563,50,0,19,37,2539,219,219,0,0,309,2581,6775,1
7668,2997,4244,0,20,194,3731,157,153,4,4,114,2767,4321,2
9391,3043,6407,0,38,37,4731,205,208,3,3,44,4471,3648,0
2774,2713,7595,1,3,93,5203,92,93,1,1,340,5025,1710,0
7366,1165,9026,0,72,75,6068,147,143,0,0,47,6018,8667,0
493,1532,7094,0,59,84,774,92,93,1,1,273,4999,7011,2
1270,4784,1864,1,59,2,1915,50,74,2,2,316,1748,1695,2
6320,4240,2458,1,22,169,1411,55,2,0,0,128,1223,7659,0
4081,4662,8531,1,58,37,854,26,26,5,5,36,0,4907,2
2120,4387,8014,1,15,84,4185,99,94,1,1,241,3956,4316,0
6151,2266,8969,0,81,37,1726,32,35,3,3,231,6032,1668,2
2401,5593,7601,0,1,148,1366,92,93,1,1,214,2662,9058,0
3851,3542,911,1,9,154,2973,42,39,1,1,126,2881,8902,2
607,3398,2393,1,24,37,2369,70,207,2,2,336,2201,4947,0
5845,1893,1940,0,15,38,5570,205,208,3,3,124,5060,4161,0
6226,2803,140,1,90,150,3655,205,208,3,3,231,1988,4699,2
3652,4884,8413,1,22,37,5689,127,118,0,0,84,5424,4464,0
3893,3670,3499,0,32,25,1731,32,35,3,3,220,5767,4572,1
8495,965,4707,0,38,25,4896,99,94,1,1,98,4423,8613,2
7650,5613,4080,1,84,194,4643,205,208,3,3,89,4396,7848,1
6688,2450,6333,1,38,150,520,205,208,3,3,218,2444,9195,0
5696,515,4799,1,43,195,1359,10,9,4,4,125,1173,7959,2
4336,1199,6674,0,49,84,5641,99,94,1,1,170,3780,685,2
617,1127,6559,1,8,150,492,10,9,4,4,76,408,3501,0
1196,4677,1318,0,23,148,5005,29,25,0,0,135,1687,4144,0
736,3317,2401,1,64,89,3945,156,70,4,4,51,3570,134,0
5948,4551,8051,0,84,37,3410,117,185,1,1,237,1221,5441,0
616,2725,5126,0,70,23,5879,70,207,2,2,202,5524,6032,1
5740,3783,4052,1,7,143,1297,205,208,3,3,98,4273,9448,1
2850,1144,466,0,28,175,382,80,80,3,3,258,368,6727,2
4234,4238,842,0,18,84,4335,26,26,5,5,193,609,7766,2
6597,814,2621,1,6,191,4738,7,7,5,5,225,1543,3934,2
4736,2040,7693,1,86,37,5926,157,153,4,4,239,5578,5519,2
545,3325,650,1,66,150,4022,29,25,0,0,145,3810,3807,1
8938,3386,6789,1,52,37,766,17,29,2,2,111,4955,1762,1
3634,2149,7911,0,90,25,5327,142,120,1,1,0,4945,3198,0
8259,362,5387,1,55,37,580,160,157,2,2,248,4199,1101,2
6499,3879,2071,0,21,84,338,68,68,2,2,231,276,9158,1
767,865,7384,1,24,101,4162,40,38,5,5,249,4138,5467,0
9994,1584,4791,0,35,181,555,50,74,2,2,106,4962,2798,2
7562,4214,3856,1,70,110,4227,26,26,5,5,94,3900,7140,2
9121,3674,6187,0,70,109,44,26,26,5,5,342,4225,7242,2
1800,1381,2940,1,90,84,639,16,30,0,0,15,5636,9964,2
7426,49,3976,0,60,36,3881,32,35,3,3,99,5965,658,1
